guid,part_pos,part_name,class,weight,area_gross,area,area_net,a_net_xy,a_net_xz,a_net_yz,area_plan,project_name,assembly_no
5B8C7AB1-0000-296B-3135-333539333737,DBP-255,DBP,XDB_UL,521.24,22.32,22.32,22.32,5657001,4578883,4579,0,shachengwan,C3-JD-24
5B8C7AB1-0000-296E-3135-333539333737,DBP-255,DBP,XDB_UL,521.24,22.32,22.32,22.32,5657001,4578883,4579,0,shachengwan,C3-JD-24
5B8C7AB1-0000-297A-3135-333539333737,DBP-255,DBP,XDB_UL,521.24,22.32,22.32,22.32,5657001,4578883,4579,0,shachengwan,C3-JD-24
5B8C7AB1-0000-297D-3135-333539333737,DBP-255,DBP,DB_UL,521.24,22.32,22.32,22.32,5786167,3770073,4579,2.8,shachengwan,C3-JD-24
5B8C7AB1-0000-298C-3135-333539333737,DBP-255,DBP,XDB_UL,521.24,22.32,22.32,22.32,5657001,4578883,4579,0,shachengwan,C3-JD-24
5B8C7AB1-0000-298F-3135-333539333737,DBP-255,DBP,XDB_UL,521.24,22.32,22.32,22.32,5657001,4578883,4579,0,shachengwan,C3-JD-24
5B8C7AB1-0000-299B-3135-333539333737,DBP-255,DBP,DB_UL,521.24,22.32,22.32,22.32,5786167,3770073,4579,2.8,shachengwan,C3-JD-24
5B8C7AB1-0000-299E-3135-333539333737,DBP-255,DBP,DB_UL,521.24,22.32,22.32,22.32,5786167,3770073,4579,2.8,shachengwan,C3-JD-24
5B8C7AB1-0000-300A-3135-333539333737,HGP-202,HGP,HG_KK,19.22,0.53,0.53,0.53,98400,85200,20407,0,shachengwan,C3-JD-24
5B8C7AB1-0000-300D-3135-333539333737,HGP-773,HGP,HG_JD,21.74,0.4,0.49,0.49,27987,230115,11996,0,shachengwan,C3-JD-24
5B8C7AB1-0000-301C-3135-333539333737,HGP-202,HGP,HG_KK,19.22,0.53,0.53,0.53,98400,85200,20407,0,shachengwan,C3-JD-24
5B8C7AB1-0000-301F-3135-333539333737,HGP-773,HGP,HG_JD,21.74,0.4,0.49,0.49,27987,230115,11996,0,shachengwan,C3-JD-24
5B8C7AB1-0000-302B-3135-333539333737,HGP-204,HGP,HG_KK,17.6,0.49,0.49,0.49,98400,85200,18687,0,shachengwan,C3-JD-24
5B8C7AB1-0000-302E-3135-333539333737,HGP-202,HGP,HG_KK,19.22,0.53,0.53,0.53,98400,85200,20407,0,shachengwan,C3-JD-24
5B8C7AB1-0000-303F-3135-333539333737,HGP-328,HGP,HG_JJ,20.88,0.27,0.57,0.57,1396,266016,19129,0,shachengwan,C3-JD-24
5B8C7AB1-0000-304B-3135-333539333737,HGP-325,HGP,HG_JJ,19.56,0.25,0.54,0.54,1396,249216,17929,0,shachengwan,C3-JD-24
5B8C7AB1-0000-304E-3135-333539333737,HGP-324,HGP,HG_JJ,18.13,0.23,0.5,0.5,1396,230981,16627,0,shachengwan,C3-JD-24
5B8C7AB1-0000-305A-3135-333539333737,HGP-321,HGP,HG_JJ,10.22,0.13,0.28,0.28,1396,130223,9430,0,shachengwan,C3-JD-24
5B8C7AB1-0000-305D-3135-333539333737,HGP-320,HGP,HG_JJ,8.11,0.11,0.22,0.22,1396,103364,7511,0,shachengwan,C3-JD-24
5B8C7AB1-0000-306C-3135-333539333737,HGP-384,HGP,HG_JJ,21.21,0.27,0.58,0.58,1396,270215,19429,0,shachengwan,C3-JD-24
5B8C7AB1-0000-306F-3135-333539333737,HGP-221,HGP,HG_JJ,81.31,2.18,2.18,2.18,1035547,27787,54518,0,shachengwan,C3-JD-24
5B8C7AB1-0000-307B-3135-333539333737,HGP-257,HGP,HG_JJ,15.13,0.19,0.42,0.42,192683,1396,13891,0.19,shachengwan,C3-JD-24
5B8C7AB1-0000-307E-3135-333539333737,HGP-221,HGP,HG_JJ,81.31,2.18,2.18,2.18,1035548,27787,54518,0,shachengwan,C3-JD-24
5B8C7AB1-0000-308A-3135-333539333737,HGP-209,HGP,HG_JD,8.73,0.11,0.24,0.24,39780,13844,104903,0,shachengwan,C3-JD-24
5B8C7AB1-0000-308D-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17733,5314,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-310A-3135-333539333737,HGP-206,HGP,HG_KK,8.33,0.23,0.23,0.23,43200,38400,8838,0.02,shachengwan,C3-JD-24
5B8C7AB1-0000-310D-3135-333539333737,HGP-206,HGP,HG_KK,8.33,0.23,0.23,0.23,43200,38400,8838,0.02,shachengwan,C3-JD-24
5B8C7AB1-0000-311E-3135-333539333737,HGP-328,HGP,HG_JJ,20.88,0.27,0.57,0.57,1396,266016,19129,0,shachengwan,C3-JD-24
5B8C7AB1-0000-312A-3135-333539333737,HGP-325,HGP,HG_JJ,19.56,0.25,0.54,0.54,1396,249216,17929,0,shachengwan,C3-JD-24
5B8C7AB1-0000-312D-3135-333539333737,HGP-324,HGP,HG_JJ,18.13,0.23,0.5,0.5,1396,230981,16627,0,shachengwan,C3-JD-24
5B8C7AB1-0000-313C-3135-333539333737,HGP-320,HGP,HG_JJ,8.11,0.11,0.22,0.22,1396,103364,7511,0,shachengwan,C3-JD-24
5B8C7AB1-0000-313F-3135-333539333737,HGP-319,HGP,HG_JJ,6,0.08,0.17,0.17,1396,76494,5592,0,shachengwan,C3-JD-24
5B8C7AB1-0000-314B-3135-333539333737,HGP-384,HGP,HG_JJ,21.21,0.27,0.58,0.58,1396,270215,19429,0,shachengwan,C3-JD-24
5B8C7AB1-0000-314E-3135-333539333737,HGP-221,HGP,HG_JJ,81.31,2.18,2.18,2.18,1035547,27787,54518,0,shachengwan,C3-JD-24
5B8C7AB1-0000-315A-3135-333539333737,HGP-257,HGP,HG_JJ,15.13,0.19,0.42,0.42,192683,1396,13891,0.19,shachengwan,C3-JD-24
5B8C7AB1-0000-315D-3135-333539333737,HGP-221,HGP,HG_JJ,81.31,2.18,2.18,2.18,1035548,27787,54518,0,shachengwan,C3-JD-24
5B8C7AB1-0000-316C-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17733,5314,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-316F-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17763,5307,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-317F-3135-333539333737,HGP-600,HGP,HG_JJ,63.86,1.74,1.74,1.74,795645,172357,54298,0,shachengwan,C3-JD-24
5B8C7AB1-0000-318C-3135-333539333737,HGP-327,HGP,HG_JJ,20.22,0.26,0.55,0.55,1396,257616,18529,0,shachengwan,C3-JD-24
5B8C7AB1-0000-318F-3135-333539333737,HGP-326,HGP,HG_JJ,19.89,0.26,0.55,0.55,1396,253416,18229,0,shachengwan,C3-JD-24
5B8C7AB1-0000-319B-3135-333539333737,HGP-234,HGP,HG_JJ,12.93,0.17,0.36,0.36,164684,1396,11891,0.16,shachengwan,C3-JD-24
5B8C7AB1-0000-319E-3135-333539333737,HGP-322,HGP,HG_JJ,12.86,0.17,0.35,0.35,1396,163822,11830,0,shachengwan,C3-JD-24
5B8C7AB1-0000-320C-3135-333539333737,HGP-324,HGP,HG_JJ,18.13,0.23,0.5,0.5,1396,230981,16627,0,shachengwan,C3-JD-24
5B8C7AB1-0000-320F-3135-333539333737,HGP-323,HGP,HG_JJ,15.5,0.2,0.43,0.43,1396,197432,14231,0,shachengwan,C3-JD-24
5B8C7AB1-0000-321B-3135-333539333737,HGP-320,HGP,HG_JJ,8.11,0.11,0.22,0.22,1396,103364,7511,0,shachengwan,C3-JD-24
5B8C7AB1-0000-321E-3135-333539333737,HGP-319,HGP,HG_JJ,6,0.08,0.17,0.17,1396,76494,5592,0,shachengwan,C3-JD-24
5B8C7AB1-0000-322A-3135-333539333737,HGP-384,HGP,HG_JJ,21.21,0.27,0.58,0.58,1396,270215,19429,0,shachengwan,C3-JD-24
5B8C7AB1-0000-322D-3135-333539333737,HGP-221,HGP,HG_JJ,81.31,2.18,2.18,2.18,1035547,27787,54518,0,shachengwan,C3-JD-24
5B8C7AB1-0000-323C-3135-333539333737,HGP-221,HGP,HG_JJ,81.31,2.18,2.18,2.18,1035548,27787,54518,0,shachengwan,C3-JD-24
5B8C7AB1-0000-323F-3135-333539333737,HGP-384,HGP,HG_JJ,21.21,0.27,0.58,0.58,1396,270215,19429,0,shachengwan,C3-JD-24
5B8C7AB1-0000-324B-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17733,5314,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-324E-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17763,5307,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-325E-3135-333539333737,HGP-600,HGP,HG_JJ,63.86,1.74,1.74,1.74,795645,172357,54298,0,shachengwan,C3-JD-24
5B8C7AB1-0000-326B-3135-333539333737,HGP-327,HGP,HG_JJ,20.22,0.26,0.55,0.55,1396,257616,18529,0,shachengwan,C3-JD-24
5B8C7AB1-0000-326E-3135-333539333737,HGP-326,HGP,HG_JJ,19.89,0.26,0.55,0.55,1396,253416,18229,0,shachengwan,C3-JD-24
5B8C7AB1-0000-327A-3135-333539333737,HGP-234,HGP,HG_JJ,12.93,0.17,0.36,0.36,164684,1396,11891,0.16,shachengwan,C3-JD-24
5B8C7AB1-0000-327D-3135-333539333737,HGP-322,HGP,HG_JJ,12.86,0.17,0.35,0.35,1396,163822,11830,0,shachengwan,C3-JD-24
5B8C7AB1-0000-328C-3135-333539333737,HGP-771,HGP,HG_JD,10.89,0.25,0.25,0.25,114953,17668,2983,0,shachengwan,C3-JD-24
5B8C7AB1-0000-328F-3135-333539333737,HGP-209,HGP,HG_JD,8.73,0.11,0.24,0.24,39780,13844,104904,0,shachengwan,C3-JD-24
5B8C7AB1-0000-329B-3135-333539333737,HGP-209,HGP,HG_JD,8.73,0.11,0.24,0.24,39780,13844,104904,0,shachengwan,C3-JD-24
5B8C7AB1-0000-329E-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17733,5307,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-330A-3135-333539333737,HGP-540,HGP,HG_JJ,22.28,0.29,0.61,0.61,1396,283866,20404,0,shachengwan,C3-JD-24
5B8C7AB1-0000-330D-3135-333539333737,HGP-260,HGP,HG_JJ,21.94,0.28,0.6,0.6,1396,279491,20092,0,shachengwan,C3-JD-24
5B8C7AB1-0000-331C-3135-333539333737,HGP-260,HGP,HG_JJ,21.94,0.28,0.6,0.6,1396,279491,20092,0,shachengwan,C3-JD-24
5B8C7AB1-0000-331F-3135-333539333737,HGP-329,HGP,HG_JJ,21.56,0.28,0.59,0.59,1396,274591,19742,0,shachengwan,C3-JD-24
5B8C7AB1-0000-332B-3135-333539333737,HGP-540,HGP,HG_JJ,22.28,0.29,0.61,0.61,1396,283866,20404,0,shachengwan,C3-JD-24
5B8C7AB1-0000-332E-3135-333539333737,HGP-771,HGP,HG_JD,10.89,0.25,0.25,0.25,114953,17668,2983,0,shachengwan,C3-JD-24
5B8C7AB1-0000-333A-3135-333539333737,HGP-211,HGP,HG_JJ,128.35,3.49,3.49,3.49,1635000,1500,109000,1.64,shachengwan,C3-JD-24
5B8C7AB1-0000-333D-3135-333539333737,HGP-218,HGP,HG_JJ,122.47,3.28,3.28,3.28,1559705,40960,79196,0,shachengwan,C3-JD-24
5B8C7AB1-0000-334C-3135-333539333737,HGP-209,HGP,HG_JD,8.73,0.11,0.24,0.24,39780,13844,104904,0,shachengwan,C3-JD-24
5B8C7AB1-0000-334F-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17733,5314,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-336A-3135-333539333737,HGP-312,HGP,HG_JJ,27.33,0.75,0.75,0.75,340613,74589,23315,0,shachengwan,C3-JD-24
5B8C7AB1-0000-337B-3135-333539333737,HGP-327,HGP,HG_JJ,20.22,0.26,0.55,0.55,1396,257616,18529,0,shachengwan,C3-JD-24
5B8C7AB1-0000-337E-3135-333539333737,HGP-326,HGP,HG_JJ,19.89,0.26,0.55,0.55,1396,253416,18229,0,shachengwan,C3-JD-24
5B8C7AB1-0000-338A-3135-333539333737,HGP-234,HGP,HG_JJ,12.92,0.17,0.36,0.36,164582,1396,11882,0.16,shachengwan,C3-JD-24
5B8C7AB1-0000-338D-3135-333539333737,HGP-218,HGP,HG_JJ,122.47,3.28,3.28,3.28,1559690,40960,79191,0,shachengwan,C3-JD-24
5B8C7AB1-0000-339C-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17733,5307,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-339F-3135-333539333737,HGP-207,HGP,HG_JD,1.37,0.02,0.04,0.04,17763,5314,496,0,shachengwan,C3-JD-24
5B8C7AB1-0000-353B-3135-333539333737,ZRP-5,ZRP,ZR_ZR,23.26,0.33,0.33,0.33,71086,14111,87600,0,shachengwan,C3-JD-24
5B8C7AB1-0000-353E-3135-333539333737,ZRP-5,ZRP,ZR_ZR,23.26,0.33,0.33,0.33,71086,14111,87600,0,shachengwan,C3-JD-24
5B8C7AB1-0000-354E-3135-333539333737,ZRP-66,ZRP,ZR_ZR,10.81,0.13,0.2,0.2,5760,86086,5760,0,shachengwan,C3-JD-24
5B8C7AB1-0000-355C-3135-333539333737,ZRP-59,ZRP,ZR_ZR,2.94,0.03,0.05,0.05,2602,3861,18739,0,shachengwan,C3-JD-24
5B8C7AB1-0000-355F-3135-333539333737,ZRP-58,ZRP,ZR_ZR,2.86,0.02,0.05,0.05,2596,3777,18227,0,shachengwan,C3-JD-24
5B8C7AB1-0000-356B-3135-333539333737,ZRP-55,ZRP,ZR_ZR,8.47,0.09,0.13,0.13,6837,54084,6290,0,shachengwan,C3-JD-24
5B8C7AB1-0000-356E-3135-333539333737,ZRP-55,ZRP,ZR_ZR,8.47,0.09,0.13,0.13,6837,54085,6300,0,shachengwan,C3-JD-24
5B8C7AB1-0000-357B-3135-333539333737,ZRP-66,ZRP,ZR_ZR,10.81,0.13,0.2,0.2,5760,86086,5760,0,shachengwan,C3-JD-24
5B8C7AB1-0000-358C-3135-333539333737,ZRP-58,ZRP,ZR_ZR,2.86,0.02,0.05,0.05,2596,3777,18227,0,shachengwan,C3-JD-24
5B8C7AB1-0000-358F-3135-333539333737,ZRP-59,ZRP,ZR_ZR,2.94,0.03,0.05,0.05,2602,3861,18739,0,shachengwan,C3-JD-24
5B8C7AB1-0000-359B-3135-333539333737,ZRP-55,ZRP,ZR_ZR,8.47,0.09,0.13,0.13,6837,54085,6300,0,shachengwan,C3-JD-24
5B8C7AB1-0000-359E-3135-333539333737,ZRP-55,ZRP,ZR_ZR,8.47,0.09,0.13,0.13,6837,54085,6300,0,shachengwan,C3-JD-24
5B8C7AB1-0000-360A-3135-333539333737,ZRP-6,ZRP,ZR_ZR,23.22,0.33,0.33,0.33,70846,14085,87600,0,shachengwan,C3-JD-24
5B8C7AB1-0000-360D-3135-333539333737,ZRP-6,ZRP,ZR_ZR,23.22,0.33,0.33,0.33,70846,14085,87600,0,shachengwan,C3-JD-24
5B8C7AB1-0000-361A-3135-333539333737,ZRP-66,ZRP,ZR_ZR,10.81,0.13,0.2,0.2,5760,86086,5760,0,shachengwan,C3-JD-24
5B8C7AB1-0000-362B-3135-333539333737,ZRP-53,ZRP,ZR_ZR,2.86,0.02,0.05,0.05,2596,3777,18227,0,shachengwan,C3-JD-24
5B8C7AB1-0000-362E-3135-333539333737,ZRP-54,ZRP,ZR_ZR,2.94,0.03,0.05,0.05,2602,3861,18739,0,shachengwan,C3-JD-24
5B8C7AB1-0000-363A-3135-333539333737,ZRP-57,ZRP,ZR_ZR,8.44,0.09,0.13,0.13,6813,53907,6300,0,shachengwan,C3-JD-24
5B8C7AB1-0000-363D-3135-333539333737,ZRP-57,ZRP,ZR_ZR,8.44,0.09,0.13,0.13,6813,53907,6300,0,shachengwan,C3-JD-24
5B8C7AB1-0000-364E-3135-333539333737,ZRP-66,ZRP,ZR_ZR,10.81,0.13,0.2,0.2,5760,86086,5760,0,shachengwan,C3-JD-24
5B8C7AB1-0000-365B-3135-333539333737,ZRP-54,ZRP,ZR_ZR,2.94,0.03,0.05,0.05,2602,3861,18739,0,shachengwan,C3-JD-24
5B8C7AB1-0000-365E-3135-333539333737,ZRP-53,ZRP,ZR_ZR,2.86,0.02,0.05,0.05,2596,3777,18227,0,shachengwan,C3-JD-24
5B8C7AB1-0000-366A-3135-333539333737,ZRP-57,ZRP,ZR_ZR,8.44,0.09,0.13,0.13,6813,53907,6300,0,shachengwan,C3-JD-24
5B8C7AB1-0000-366D-3135-333539333737,ZRP-6,ZRP,ZR_ZR,23.22,0.33,0.33,0.33,70846,14085,87600,0,shachengwan,C3-JD-24
5B8C7AB1-0000-368E-3135-333539333737,ZRP-54,ZRP,ZR_ZR,2.94,0.03,0.05,0.05,2602,3870,18739,0,shachengwan,C3-JD-24
5B8C7AB1-0000-369A-3135-333539333737,ZRP-57,ZRP,ZR_ZR,8.44,0.09,0.13,0.13,6813,53887,6290,0,shachengwan,C3-JD-24
5B8C7AB1-0000-369D-3135-333539333737,ZRP-57,ZRP,ZR_ZR,8.44,0.09,0.13,0.13,6813,53886,6290,0,shachengwan,C3-JD-24
5B8C7AB1-0000-370C-3135-333539333737,ZGP-239,ZGP,ZG_JJ,14.52,0.13,0.29,0.29,2234,11732,132164,0,shachengwan,C3-JD-24
5B8C7AB1-0000-370F-3135-333539333737,ZGP-240,ZGP,ZG_KK,18.44,0.38,0.38,0.38,111360,19571,37680,0.07,shachengwan,C3-JD-24
5B8C7AB1-0000-371B-3135-333539333737,ZGP-240,ZGP,ZG_KK,18.44,0.38,0.38,0.38,111360,19571,37680,0.07,shachengwan,C3-JD-24
5B8C7AB1-0000-371E-3135-333539333737,ZGP-240,ZGP,ZG_KK,18.44,0.38,0.38,0.38,111360,19571,37680,0,shachengwan,C3-JD-24
5B8C7AB1-0000-372A-3135-333539333737,ZGP-207,ZGP,ZG_JJ,49.32,0.45,1.01,1.01,52360,448800,1680,0.05,shachengwan,C3-JD-24
5B8C7AB1-0000-372D-3135-333539333737,ZGP-157,ZGP,ZG_JJ,83.14,0.89,1.86,1.86,882547,44870,2834,0.88,shachengwan,C3-JD-24
5B8C7AB1-0000-373C-3135-333539333737,ZGP-240,ZGP,ZG_KK,18.44,0.38,0.38,0.38,111360,19571,37680,0,shachengwan,C3-JD-24
5B8C7AB1-0000-373F-3135-333539333737,ZGP-122,ZGP,ZG_JJ,62.22,0.66,1.39,1.39,660499,33535,2844,0.66,shachengwan,C3-JD-24
5B8C7AB1-0000-374B-3135-333539333737,ZGP-122,ZGP,ZG_JJ,62.22,0.66,1.39,1.39,660499,33535,2844,0.66,shachengwan,C3-JD-24
5B8C7AB1-0000-374E-3135-333539333737,ZGP-209,ZGP,ZG_JJ,36.86,0.34,0.75,0.75,39130,335400,1680,0.04,shachengwan,C3-JD-24
5B8C7AB1-0000-375A-3135-333539333737,ZGP-240,ZGP,ZG_KK,18.44,0.38,0.38,0.38,111360,19571,37680,0,shachengwan,C3-JD-24
5B8C7AB1-0000-375D-3135-333539333737,ZGP-157,ZGP,ZG_JJ,83.11,0.89,1.86,1.86,882310,44858,2834,0.88,shachengwan,C3-JD-24
5B8C7AB1-0000-376C-3135-333539333737,ZGP-214,ZGP,ZG_JJ,49.31,0.45,1.01,1.01,52346,448680,1680,0.05,shachengwan,C3-JD-24
5B8C7AB1-0000-376F-3135-333539333737,ZGP-124,ZGP,ZG_JJ,11.99,0.13,0.27,0.27,127249,6535,2834,0.13,shachengwan,C3-JD-24
5B8C7AB1-0000-377B-3135-333539333737,ZGP-124,ZGP,ZG_JJ,11.99,0.13,0.27,0.27,127249,6535,2834,0.13,shachengwan,C3-JD-24
5B8C7AB1-0000-377E-3135-333539333737,ZGP-211,ZGP,ZG_JJ,7.19,0.07,0.15,0.15,7630,65400,1680,0.01,shachengwan,C3-JD-24
5B8C7AB1-0000-378A-3135-333539333737,ZGP-214,ZGP,ZG_JJ,49.31,0.45,1.01,1.01,52346,448680,1680,0.05,shachengwan,C3-JD-24
5B8C7AB1-0000-378D-3135-333539333737,ZGP-157,ZGP,ZG_JJ,83.11,0.89,1.86,1.86,882310,44858,2834,0.88,shachengwan,C3-JD-24
5B8C7AB1-0000-379C-3135-333539333737,ZGP-240,ZGP,ZG_KK,18.44,0.38,0.38,0.38,111360,19571,37680,0,shachengwan,C3-JD-24
5B8C7AB1-0000-379F-3135-333539333737,ZGP-239,ZGP,ZG_JJ,14.52,0.13,0.29,0.29,2234,11720,132164,0,shachengwan,C3-JD-24
5B8C7AB1-0000-380A-3135-333539333737,BFP-25,BFP,FB_IL,116,1.64,1.63,1.63,742492,152315,3990,0,shachengwan,C3-JD-24
5B8C7AB1-0000-381F-3135-333539333737,BFP-33,BFP,FB_IL,465.18,5.45,5.44,5.44,2481362,508796,5760,0,shachengwan,C3-JD-24
5B8C7AB1-0000-382D-3135-333539333737,BFP-34,BFP,FB_IL,193.89,2.28,2.28,2.28,1034216,212116,5760,0,shachengwan,C3-JD-24
5B8C7AB1-0000-383B-3135-333539333737,BFP-25,BFP,FB_IL,116,1.64,1.63,1.63,742492,152312,3990,0,shachengwan,C3-JD-24
5B8C7AB1-0000-384D-3135-333539333737,BFP-25,BFP,FB_IL,116,1.64,1.63,1.63,742492,152312,4000,0,shachengwan,C3-JD-24
5B8C7AB1-0000-385B-3135-333539333737,TBP-260,TBP,TB_CB,93.7,1.72,2.5,2.5,29328,6459,1193568,0,shachengwan,C3-JD-24
5B8C7AB1-0000-387A-3135-333539333737,TBP-260,TBP,TB_CB,93.69,1.72,2.5,2.5,29328,6459,1193565,0,shachengwan,C3-JD-24
5B8C7AB1-0000-390C-3135-333539333737,TBP-259,TBP,TB_CB,72.6,1.37,1.94,1.94,23377,6469,924888,0,shachengwan,C3-JD-24
5B8C7AB1-0000-393E-3135-333539333737,TBP-242,TBP,TB_CB,76.04,1.42,2.03,2.03,24123,6487,968720,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2103-3135-333539333737,DBP-367,DBP,DB_DB,4521.6,96.44,96.44,96.44,48000000,180000,38400,48,shachengwan,C3-JD-24
5B8C7AB1-0000-2107-3135-333539333737,DBP-201,DBP,DB_DB,3532.5,75.42,75.42,75.42,37500000,180000,30000,37.5,shachengwan,C3-JD-24
5B8C7AB1-0000-2111-3135-333539333737,DBP-235,DBP,XDB_XDB,3901.95,83.27,83.27,83.27,40535130,8879400,33137,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2115-3135-333539333737,DBP-237,DBP,XDB_XDB,4522.54,96.46,96.46,96.46,46966290,10265760,38407,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2123-3135-333539333737,DBP-235,DBP,XDB_XDB,3901.95,83.27,83.27,83.27,40535145,8879400,33137,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2127-3135-333539333737,DBP-201,DBP,DB_DB,3532.5,75.42,75.42,75.42,37500000,180000,30000,37.5,shachengwan,C3-JD-24
5B8C7AB1-0000-2133-3135-333539333737,TBP-156,TBP,TB_TB,6405.6,102.59,102.59,102.59,50990070,1514535,54400,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2137-3135-333539333737,TBP-28,TBP,TB_TB,6774.93,87.12,87.06,87.06,43192530,1379580,57537,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2143-3135-333539333737,TBP-220,TBP,TB_TB,6782.39,108.59,108.59,108.59,53989035,1589505,57600,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2147-3135-333539333737,TBP-157,TBP,TB_TB,4521.6,72.56,72.56,72.56,35994750,1139640,38400,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2153-3135-333539333737,TBP-157,TBP,TB_TB,4521.6,72.56,72.56,72.56,35994750,1139640,38400,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2157-3135-333539333737,TBP-220,TBP,TB_TB,6782.39,108.59,108.59,108.59,53989035,1589505,57600,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2163-3135-333539333737,TBP-58,TBP,TB_TB,6774.93,87.12,87.06,87.06,43192530,1379580,57537,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2537-3135-333539333737,ZRP-1,ZRP,ZR_ZR,39.56,0.39,0.39,0.39,168397,22193,8400,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2543-3135-333539333737,ZRP-1,ZRP,ZR_ZR,39.56,0.39,0.39,0.39,168397,22193,8400,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2547-3135-333539333737,ZRP-1,ZRP,ZR_ZR,39.56,0.39,0.39,0.39,168397,22193,8400,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2553-3135-333539333737,ZRP-1,ZRP,ZR_ZR,39.56,0.39,0.39,0.39,168397,22193,8400,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2557-3135-333539333737,ZGP-93,ZGP,ZG_ZG,797.44,9.04,17.12,17.12,44868,8465392,29018,0.04,shachengwan,C3-JD-24
5B8C7AB1-0000-2603-3135-333539333737,ZGP-61,ZGP,ZG_ZG,629.16,7.24,13.52,13.52,35940,6679030,29023,0.04,shachengwan,C3-JD-24
5B8C7AB1-0000-2623-3135-333539333737,TBP-265,TBP,TB_CB,114.14,2.12,3.05,3.05,36119,6787,1454034,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2642-3135-333539333737,TBP-242,TBP,TB_CB,76.04,1.42,2.03,2.03,24123,6487,968721,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2659-3135-333539333737,TBP-259,TBP,TB_CB,72.6,1.37,1.94,1.94,23377,6469,924888,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2670-3135-333539333737,TBP-260,TBP,TB_CB,93.7,1.72,2.5,2.5,29328,6459,1193580,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2712-3135-333539333737,TBP-259,TBP,TB_CB,72.6,1.37,1.94,1.94,23377,6469,924888,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2729-3135-333539333737,TBP-260,TBP,TB_CB,93.7,1.72,2.5,2.5,29328,6459,1193583,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2744-3135-333539333737,TBP-246,TBP,TB_CB,112.44,2,2.99,2.99,33960,6737,1432339,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2776-3135-333539333737,TBP-265,TBP,TB_CB,114.14,2.12,3.05,3.05,36119,6787,1454034,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2795-3135-333539333737,TBP-261,TBP,TB_CB,114.14,2.12,3.05,3.05,36119,6787,1454034,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2818-3135-333539333737,TBP-242,TBP,TB_CB,76.04,1.42,2.03,2.03,24123,6487,968721,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2884-3135-333539333737,TBP-555,TBP,TB_CB,134.93,2,3.02,3.02,40752,8085,1432338,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2907-3135-333539333737,TBP-553,TBP,TB_CB,91.25,1.42,2.05,2.05,28947,7785,968721,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2932-3135-333539333737,TBP-109,TBP,TB_IL,369.02,6.36,6.36,6.36,310848,2942987,3136,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2935-3135-333539333737,TBP-109,TBP,TB_IL,369.02,6.36,6.36,6.36,310848,2942987,3136,0,shachengwan,C3-JD-24
5B8C7AB1-0000-2938-3135-333539333737,DBP-255,DBP,DB_UL,521.24,22.32,22.32,22.32,5786167,3770073,4579,2.8,shachengwan,C3-JD-24
