class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,surfaceArea,maxFaceMass,edgeCount,edgeLenSum,segment_no
UR,5b8c7ab1-0002-c472-3135-333539343038,621500,-10193.48125,2859.520901,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c485-3135-333539343038,621500,-10793.29384,2844.525586,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c498-3135-333539343038,621500,-11393.10643,2829.530271,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c4ab-3135-333539343038,621500,-11992.91901,2814.534957,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c4be-3135-333539343038,621500,-12592.7316,2799.539642,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c4d1-3135-333539343038,621500,-13192.54419,2784.544328,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c4e4-3135-333539343038,621500,-13792.35678,2769.549013,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c4f7-3135-333539343038,621500,-14392.16937,2754.553698,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c50a-3135-333539343038,621500,-14991.98195,2739.558384,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c51d-3135-333539343038,621500,-15591.79454,2724.563069,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c530-3135-333539343038,621500,-16191.60713,2709.567755,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c543-3135-333539343038,621500,-16791.41972,2694.57244,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c556-3135-333539343038,621500,-17391.23231,2679.577125,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c569-3135-333539343038,621500,-4195.355373,3009.474048,22719726.03,3971371.263,317,426329.3823,scw-C3-JD-27
UR,5b8c7ab1-0002-c57c-3135-333539343038,621500.0003,-17991.01147,2663.245775,22432358.99,3904266.038,317,426415.3859,scw-C3-JD-27
UR,5b8c7ab1-0002-c58f-3135-333539343038,621500.0003,-18590.8241,2648.252151,22432358.99,3904266.038,317,426415.3859,scw-C3-JD-27
UR,5b8c7ab1-0002-c5a2-3135-333539343038,621500.0003,-19540.52743,2624.512247,22432358.99,3904266.038,317,426415.3859,scw-C3-JD-27
UR,5b8c7ab1-0002-c5b5-3135-333539343038,621500.0003,-20090.35567,2610.768091,22432358.99,3904266.038,317,426415.3859,scw-C3-JD-27
UR,5b8c7ab1-0002-c5c8-3135-333539343038,614400,8592.911606,2769.238816,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5cb-3135-333539343038,628595,8592.911606,2769.238816,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5ce-3135-333539343038,614400,6793.473842,2814.22476,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5d1-3135-333539343038,628595,6793.473842,2814.22476,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5d4-3135-333539343038,614400,7393.28643,2799.229445,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5d7-3135-333539343038,628595,7393.28643,2799.229445,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5da-3135-333539343038,614400,7993.099018,2784.234131,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5dd-3135-333539343038,628595,7993.099018,2784.234131,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5e0-3135-333539343038,614400,12541.64427,2669.177933,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c5e3-3135-333539343038,628595,12541.64427,2669.177933,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c5e6-3135-333539343038,614400,13091.47251,2655.433777,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c5e9-3135-333539343038,628595,13091.47251,2655.433777,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c5ec-3135-333539343038,614400,10992.12831,2707.911461,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c5ef-3135-333539343038,628595,10992.12831,2707.911461,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c5f2-3135-333539343038,614400,11591.94094,2692.917837,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c5f5-3135-333539343038,628595,11591.94094,2692.917837,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c5f8-3135-333539343038,614400,9792.536781,2739.248187,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5fb-3135-333539343038,628595,9792.536781,2739.248187,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c5fe-3135-333539343038,614400,10392.34937,2724.252872,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c601-3135-333539343038,628595,10392.34937,2724.252872,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c604-3135-333539343038,614400,-2803.527563,3054.149795,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c607-3135-333539343038,628595,-2803.527563,3054.149795,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c60a-3135-333539343038,614400,9192.724193,2754.243502,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c60d-3135-333539343038,628595,9192.724193,2754.243501,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c610-3135-333539343038,614400,6193.661254,2829.220075,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c613-3135-333539343038,628595,6193.661254,2829.220074,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c616-3135-333539343038,614400,-2203.714976,3039.154479,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c619-3135-333539343038,628595,-2203.714976,3039.154479,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c61c-3135-333539343038,614400,4994.036079,2859.210704,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c61f-3135-333539343038,628595,4994.036079,2859.210704,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c622-3135-333539343038,614400,5593.848666,2844.215389,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c625-3135-333539343038,628595,5593.848666,2844.215389,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c628-3135-333539343038,614400,3794.410903,2889.201333,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c62b-3135-333539343038,628595,3794.410903,2889.201333,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c62e-3135-333539343038,614400,4394.223491,2874.206018,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c631-3135-333539343038,628595,4394.223491,2874.206018,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c634-3135-333539343038,614400,2594.785727,2919.191962,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c637-3135-333539343038,628595,2594.785727,2919.191962,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c63a-3135-333539343038,614400,3194.598315,2904.196648,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c63d-3135-333539343038,628595,3194.598315,2904.196648,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c640-3135-333539343038,614400,1395.160551,2949.182591,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c643-3135-333539343038,628595,1395.160551,2949.182591,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c646-3135-333539343038,614400,1994.973139,2934.187277,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c649-3135-333539343038,628595,1994.973139,2934.187277,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c64c-3135-333539343038,614400,195.5353758,2979.173221,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c64f-3135-333539343038,628595,195.5353758,2979.173221,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c652-3135-333539343038,614400,795.3479636,2964.177906,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c655-3135-333539343038,628595,795.3479636,2964.177906,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c658-3135-333539343038,614400,-1004.0898,3009.16385,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c65b-3135-333539343038,628595,-1004.0898,3009.16385,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c65e-3135-333539343038,614400,-404.2772121,2994.168535,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c661-3135-333539343038,628595,-404.2772121,2994.168535,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c664-3135-333539343038,614400,-13193.66125,2829.220075,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c667-3135-333539343038,628595,-13193.66125,2829.220075,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c66a-3135-333539343038,614400,-1603.902388,3024.159164,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c66d-3135-333539343038,628595,-1603.902388,3024.159164,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c670-3135-333539343038,614400,-7795.347961,2964.177906,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c673-3135-333539343038,628595,-7795.347961,2964.177906,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c676-3135-333539343038,614400,-7195.535374,2979.173221,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c679-3135-333539343038,628595,-7195.535374,2979.173221,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c67c-3135-333539343038,614400,-8994.973137,2934.187277,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c67f-3135-333539343038,628595,-8994.973137,2934.187277,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c682-3135-333539343038,614400,-8395.160549,2949.182592,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c685-3135-333539343038,628595,-8395.160549,2949.182592,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c688-3135-333539343038,614400,-10194.59831,2904.196648,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c68b-3135-333539343038,628595,-10194.59831,2904.196648,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c68e-3135-333539343038,614400,-9594.785725,2919.191963,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c691-3135-333539343038,628595,-9594.785725,2919.191962,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c694-3135-333539343038,614400,-11394.22349,2874.206019,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c697-3135-333539343038,628595,-11394.22349,2874.206019,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c69a-3135-333539343038,614400,-10794.4109,2889.201333,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c69d-3135-333539343038,628595,-10794.4109,2889.201333,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6a0-3135-333539343038,614400,-12593.84866,2844.21539,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6a3-3135-333539343038,628595,-12593.84866,2844.215389,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6a6-3135-333539343038,614400,-11994.03608,2859.210704,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6a9-3135-333539343038,628595,-11994.03608,2859.210704,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6ac-3135-333539343038,614400,-5396.09761,3024.159165,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6af-3135-333539343038,628595,-5396.09761,3024.159165,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6b2-3135-333539343038,614400,-4796.285022,3039.154479,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6b5-3135-333539343038,628595,-4796.285022,3039.154479,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6b8-3135-333539343038,614400,-6595.722786,2994.168536,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6bb-3135-333539343038,628595,-6595.722786,2994.168535,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6be-3135-333539343038,614400,-5995.910198,3009.16385,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6c1-3135-333539343038,628595,-5995.910198,3009.16385,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6c4-3135-333539343038,614400,-17992.1283,2707.911462,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c6c7-3135-333539343038,628595,-17992.1283,2707.911462,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c6ca-3135-333539343038,614400,-4196.472434,3054.149795,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6cd-3135-333539343038,628595,-4196.472434,3054.149795,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6d0-3135-333539343038,614400,-18591.94093,2692.917838,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c6d3-3135-333539343038,628595,-18591.94093,2692.917838,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c6d6-3135-333539343038,614400,-13793.47384,2814.22476,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6d9-3135-333539343038,628595,-13793.47384,2814.22476,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6dc-3135-333539343038,614400,-20091.4725,2655.433778,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c6df-3135-333539343038,628595,-20091.4725,2655.433778,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c6e2-3135-333539343038,614400,-19541.64426,2669.177933,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c6e5-3135-333539343038,628595,-19541.64426,2669.177933,129534.077,62757.83305,66,2097.205429,scw-C3-JD-27
UR,5b8c7ab1-0002-c6e8-3135-333539343038,614400,-14993.09902,2784.234131,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6eb-3135-333539343038,628595,-14993.09902,2784.234131,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6ee-3135-333539343038,614400,-14393.28643,2799.229446,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6f1-3135-333539343038,628595,-14393.28643,2799.229446,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6f4-3135-333539343038,614400,-16192.72419,2754.243502,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6f7-3135-333539343038,628595,-16192.72419,2754.243502,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6fa-3135-333539343038,614400,-15592.9116,2769.238817,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c6fd-3135-333539343038,628595,-15592.9116,2769.238816,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c700-3135-333539343038,614400,-16792.53678,2739.248187,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c703-3135-333539343038,628595,-16792.53678,2739.248187,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c706-3135-333539343038,614400,-17392.34937,2724.252873,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
UR,5b8c7ab1-0002-c709-3135-333539343038,628595,-17392.34937,2724.252873,134795.3674,65348.22647,66,2137.457231,scw-C3-JD-27
CN,5b8c7ab1-0002-c70c-3135-333539343038,614250,-13900,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c70f-3135-333539343038,628750.0001,-13900,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c712-3135-333539343038,614250,-13100,163.6615515,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c715-3135-333539343038,628750.0001,-13100,163.6615515,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c718-3135-333539343038,614250,-12300,163.6615515,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c71b-3135-333539343038,628750.0001,-12300,163.6615515,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c71e-3135-333539343038,614250,-11500,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c721-3135-333539343038,628750.0001,-11500,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c724-3135-333539343038,614250,-10700,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c727-3135-333539343038,628750.0001,-10700,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c72a-3135-333539343038,614250,-9899.999997,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c72d-3135-333539343038,628750.0001,-9899.999997,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c730-3135-333539343038,614250,-9099.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c733-3135-333539343038,628750.0001,-9099.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c736-3135-333539343038,614250,-8299.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c739-3135-333539343038,628750.0001,-8299.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c73c-3135-333539343038,614250,-7499.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c73f-3135-333539343038,628750.0001,-7499.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c742-3135-333539343038,614250,-6699.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c745-3135-333539343038,628750.0001,-6699.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c748-3135-333539343038,614250,-5899.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c74b-3135-333539343038,628750.0001,-5899.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c74e-3135-333539343038,614250,-5099.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c751-3135-333539343038,628750.0001,-5099.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c754-3135-333539343038,614250,-4299.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c757-3135-333539343038,628750.0001,-4299.999997,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c75a-3135-333539343038,614250,-3499.999998,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c75d-3135-333539343038,628750.0001,-3499.999998,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c760-3135-333539343038,614250,-2699.999998,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c763-3135-333539343038,628750.0001,-2699.999998,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c766-3135-333539343038,614250,-1899.999998,163.6615514,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c769-3135-333539343038,628750.0001,-1899.999998,163.6615514,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c76c-3135-333539343038,614250,-1099.999998,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c76f-3135-333539343038,628750.0001,-1099.999998,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c772-3135-333539343038,614250,-299.9999977,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c775-3135-333539343038,628750.0001,-299.9999977,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c778-3135-333539343038,614250,500.0000023,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c77b-3135-333539343038,628750.0001,500.0000023,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c77e-3135-333539343038,614250,1300.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c781-3135-333539343038,628750.0001,1300.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c784-3135-333539343038,614250,2100.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c787-3135-333539343038,628750.0001,2100.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c78a-3135-333539343038,614250,2900.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c78d-3135-333539343038,628750.0001,2900.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c790-3135-333539343038,614250,3700.000002,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c793-3135-333539343038,628750.0001,3700.000002,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c796-3135-333539343038,614250,4500.000002,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c799-3135-333539343038,628750.0001,4500.000002,163.6615515,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c79c-3135-333539343038,614250,5300.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c79f-3135-333539343038,628750.0001,5300.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7a2-3135-333539343038,614250,6100.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7a5-3135-333539343038,628750.0001,6100.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7a8-3135-333539343038,614250,6900.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7ab-3135-333539343038,628750.0001,6900.000002,163.6615514,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7ae-3135-333539343038,614250,8256.683058,244.0542829,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7b1-3135-333539343038,628750.0001,8256.683058,244.0542829,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7b4-3135-333539343038,614250,9038.824221,412.1471173,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7b7-3135-333539343038,628750.0001,9038.824221,412.1471173,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7ba-3135-333539343038,614250,9820.965384,580.2399517,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7bd-3135-333539343038,628750.0001,9820.965384,580.2399517,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7c0-3135-333539343038,614250,10603.10655,748.3327861,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7c3-3135-333539343038,628750.0001,10603.10655,748.3327861,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
